admin0Name_en,admin0Pcode,admin1Name_en,admin1Pcode,admin2Name_en,admin2Pcode,admin3Name_en,admin3Pcode,admin4Name_en,admin4Pcode
Ukraine,UA,Vinnytska,UA05,Haisynskyi,UA05208,Mitlynetska,UA0520884200,Mitlyntsi,UA0520884203
Ukraine,UA,Vinnytska,UA05,Zhmerynskyi,UA05210,Movchanska,UA0521084000,Movchany,UA0521084003
Ukraine,UA,Vinnytska,UA05,Illinetskyi,UA05212,Pariivska,UA0521285700,Pariivka,UA0521285703
Ukraine,UA,Vinnytska,UA05,Sharhorodskyi,UA05253,Fedorivska,UA0525388000,Fedorivka,UA0525388001
Ukraine,UA,Vinnytska,UA05,Chechelnytskyi,UA05250,Popovohrebelska,UA0525087500,Popova Hreblia,UA0525087501
Ukraine,UA,Vinnytska,UA05,Chernivetskyi,UA05249,Lozivska,UA0524984000,Lozove,UA0524984001
Ukraine,UA,Vinnytska,UA05,Pohrebyshchenskyi,UA05234,Spychynetska,UA0523486400,Spychyntsi,UA0523486401
Ukraine,UA,Volynska,UA07,Kivertsivskyi,UA07218,Ozertsivska,UA0721885000,Ozertse,UA0721885001
Ukraine,UA,Volynska,UA07,Liubomlskyi,UA07233,Radekhivska,UA0723384700,Radekhiv,UA0723384701
Ukraine,UA,Vinnytska,UA05,Lypovetskyi,UA05222,Staroprylutska,UA0522286600,Stara Pryluka,UA0522286601
Ukraine,UA,Volynska,UA07,Kivertsivskyi,UA07218,Dubyshchenska,UA0721882400,Dubyshche,UA0721882401
Ukraine,UA,Volynska,UA07,Volodymyr-Volynskyi,UA07205,Ustyluzka,UA0720510400,Zoria,UA0720581801
Ukraine,UA,Volynska,UA07,Lokachynskyi,UA07224,Zubylnenska,UA0722482800,Zubylne,UA0722482801
Ukraine,UA,Vinnytska,UA05,Chechelnytskyi,UA05250,Tartatska,UA0525086400,Tartak,UA0525086401
Ukraine,UA,Vinnytska,UA05,Lypovetskyi,UA05222,Novoprylutska,UA0522284000,Nova Pryluka,UA0522284001
Ukraine,UA,Vinnytska,UA05,Bershadskyi,UA05204,Mykhailivska,UA0520483200,Mykhailivka,UA0520483203
Ukraine,UA,Vinnytska,UA05,Bershadskyi,UA05204,Potashnianska,UA0520484000,Potashnia,UA0520484003
Ukraine,UA,Vinnytska,UA05,Zhmerynskyi,UA05210,Leliatska,UA0521083600,Leliaky,UA0521083603
Ukraine,UA,Vinnytska,UA05,Kalynivskyi,UA05216,Lemeshivska,UA0521684000,Lemeshivka,UA0521684003
Ukraine,UA,Vinnytska,UA05,Litynskyi,UA05224,Dashkovetska,UA0522482200,Dashkivtsi,UA0522482201
Ukraine,UA,Vinnytska,UA05,Teplytskyi,UA05237,Kyvachivska,UA0523782600,Kyvachivka,UA0523782601
Ukraine,UA,Vinnytska,UA05,Vinnytskyi,UA05206,Parpurovetska,UA0520684900,Parpurivtsi,UA0520684903
Ukraine,UA,Volynska,UA07,Rozhyshchenskyi,UA07245,Tykhotynska,UA0724587000,Tykhotyn,UA0724587001
Ukraine,UA,Volynska,UA07,Kamin-Kashyrskyi,UA07214,Tobolivska,UA0721487400,Toboly,UA0721487401
Ukraine,UA,Volynska,UA07,Ivanychivskyi,UA07211,Myshivska,UA0721183400,Myshiv,UA0721183401
Ukraine,UA,Volynska,UA07,Horokhivskyi,UA07208,Mykhlynska,UA0720884600,Mykhlyn,UA0720884601
Ukraine,UA,Vinnytska,UA05,Haisynskyi,UA05208,Stepashkivska,UA0520885600,Stepashky,UA0520885603
Ukraine,UA,Vinnytska,UA05,Koziatynskyi,UA05214,Brodetska,UA0521455300,Brodetske,UA0521455300
Ukraine,UA,Volynska,UA07,Ivanychivskyi,UA07211,Radovychivska,UA0721184600,Radovychi,UA0721184601
Ukraine,UA,Volynska,UA07,Lokachynskyi,UA07224,Oziutychivska,UA0722484400,Oziutychi,UA0722484401
Ukraine,UA,Volynska,UA07,Lutskyi,UA07228,Sadivska,UA0722886000,Sadiv,UA0722886001
Ukraine,UA,Vinnytska,UA05,Pohrebyshchenskyi,UA05234,Pohrebyshchenska,UA0523410100,Pohrebyshche,UA0523410100
Ukraine,UA,Vinnytska,UA05,Tulchynskyi,UA05243,Kynashivska,UA0524382900,Kynashiv,UA0524382901
Ukraine,UA,Vinnytska,UA05,Tulchynskyi,UA05243,Kyrnasivska,UA0524355300,Kyrnasivka,UA0524355300
Ukraine,UA,Volynska,UA07,Liubomlskyi,UA07233,Kusnyshchanska,UA0723382400,Kusnyshcha,UA0723382401
Ukraine,UA,Volynska,UA07,Lutskyi,UA07228,Lavrivska,UA0722883200,Lavriv,UA0722883201
Ukraine,UA,Volynska,UA07,Liubomlskyi,UA07233,Ladynska,UA0723382600,Ladyn,UA0723382601
Ukraine,UA,Vinnytska,UA05,Bershadskyi,UA05204,Kydrasivska,UA0520482200,Kydrasivka,UA0520482203
Ukraine,UA,Vinnytska,UA05,Sharhorodskyi,UA05253,Hybalivska,UA0525380500,Hybalivka,UA0525380501
Ukraine,UA,Vinnytska,UA05,Yampilskyi,UA05256,Dovzhotska,UA0525682400,Dovzhok,UA0525682401
Ukraine,UA,Vinnytska,UA05,Murovanokurylovetskyi,UA05228,Dolynianska,UA0522882500,Dolyniany,UA0522882501
Ukraine,UA,Vinnytska,UA05,Vinnytskyi,UA05206,Dorozhnenska,UA0520681800,Dorozhne,UA0520681803
Ukraine,UA,Vinnytska,UA05,Haisynskyi,UA05208,Mykhailivska,UA0520884400,Mykhailivka,UA0520884403
Ukraine,UA,Vinnytska,UA05,Pohrebyshchenskyi,UA05234,Ocheretnianska,UA0523483800,Ocheretnia,UA0523483801
Ukraine,UA,Vinnytska,UA05,Bershadskyi,UA05204,Serebriiska,UA0520484400,Serebriia,UA0520484403
Ukraine,UA,Vinnytska,UA05,Mohyliv-Podilskyi,UA05226,Serebriiska,UA0522685700,Serebriia,UA0522685701
Ukraine,UA,Vinnytska,UA05,Bershadskyi,UA05204,Seredynska,UA0520484600,Seredynka,UA0520484603
Ukraine,UA,Vinnytska,UA05,Barskyi,UA05202,Yaltushkivska,UA0520286500,Yaltushkiv,UA0520286503
Ukraine,UA,Volynska,UA07,Kivertsivskyi,UA07218,Berestianska,UA0721880400,Berestiane,UA0721880401
Ukraine,UA,Volynska,UA07,Rozhyshchenskyi,UA07245,Bereska,UA0724580600,Beresk,UA0724580601
Ukraine,UA,Vinnytska,UA05,Orativskyi,UA05231,Chovnovytska,UA0523186600,Chovnovytsia,UA0523186601
Ukraine,UA,Vinnytska,UA05,Pishchanskyi,UA05232,Chornomynska,UA0523283400,Chornomyn,UA0523283401
Ukraine,UA,Vinnytska,UA05,Nemyrivskyi,UA05230,Kovalivska,UA0523084000,Spodakhy,UA0523088301
Ukraine,UA,Vinnytska,UA05,Orativskyi,UA05231,Frontivska,UA0523185800,Frontivka,UA0523185801
Ukraine,UA,Vinnytska,UA05,Haisynskyi,UA05208,Kharpatska,UA0520885800,Kharpachka,UA0520885803
Ukraine,UA,Vinnytska,UA05,Haisynskyi,UA05208,Semyritska,UA0520885400,Semyrichka,UA0520885403
Ukraine,UA,Vinnytska,UA05,Zhmerynskyi,UA05210,Serbynivska,UA0521085400,Serbynivtsi,UA0521085403
Ukraine,UA,Vinnytska,UA05,Mohyliv-Podilskyi,UA05226,Serebrynetska,UA0522685800,Serebryntsi,UA0522685801
Ukraine,UA,Vinnytska,UA05,Tulchynskyi,UA05243,Suvorovska,UA0524385400,Suvorovske,UA0524385401
Ukraine,UA,Volynska,UA07,Kovelskyi,UA07221,Kozlynychivska,UA0722183200,Kozlynychi,UA0722183201
Ukraine,UA,Volynska,UA07,Kamin-Kashyrskyi,UA07214,Bronytska,UA0721480600,Bronytsia,UA0721480601
Ukraine,UA,Vinnytska,UA05,Orativskyi,UA05231,Ochytkivska,UA0523183900,Ochytkiv,UA0523183901
Ukraine,UA,Vinnytska,UA05,Illinetskyi,UA05212,Rosokhovatska,UA0521286100,Rosokhovata,UA0521286103
Ukraine,UA,Vinnytska,UA05,Lypovetskyi,UA05222,Zozivska,UA0522281400,Zoziv,UA0522281401
Ukraine,UA,Vinnytska,UA05,Tomashpilskyi,UA05239,Kyslytska,UA0523981900,Kyslytske,UA0523981901
Ukraine,UA,Vinnytska,UA05,Illinetskyi,UA05212,Kytaihorodska,UA0521283200,Kytaihorod,UA0521283203
Ukraine,UA,Vinnytska,UA05,Lypovetskyi,UA05222,Kozynetska,UA0522282600,Kozyntsi,UA0522282601
Ukraine,UA,Vinnytska,UA05,Pohrebyshchenskyi,UA05234,Sarazhynetska,UA0523485200,Sarazhyntsi,UA0523485201
Ukraine,UA,Vinnytska,UA05,Mohyliv-Podilskyi,UA05226,Yaruzka,UA0522688000,Yaruha,UA0522688001
Ukraine,UA,Volynska,UA07,Volodymyr-Volynskyi,UA07205,Bilynska,UA0720580400,Bilyn,UA0720580401
Ukraine,UA,Volynska,UA07,Kovelskyi,UA07221,Bilynska,UA0722180800,Bilyn,UA0722180801
Ukraine,UA,Volynska,UA07,Lokachynskyi,UA07224,Bilopilska,UA0722480600,Bilopil,UA0722480601
Ukraine,UA,Volynska,UA07,Lutskyi,UA07228,Bilostotska,UA0722880600,Bilostok,UA0722880601
Ukraine,UA,Volynska,UA07,Volodymyr-Volynskyi,UA07205,Ustyluzka,UA0720510400,Piatydni,UA0720584801
Ukraine,UA,Volynska,UA07,Liubeshivskyi,UA07231,Sedlyshchenska,UA0723186800,Sedlyshche,UA0723186801
Ukraine,UA,Volynska,UA07,Starovyzhivskyi,UA07250,Sedlyshchenska,UA0725084600,Sedlyshche,UA0725084601
Ukraine,UA,Volynska,UA07,Horokhivskyi,UA07208,Tereshkivtsivska,UA0720887700,Tereshkivtsi,UA0720887701
Ukraine,UA,Volynska,UA07,Ratnivskyi,UA07242,Turska,UA0724287600,Tur,UA0724287601
Ukraine,UA,Vinnytska,UA05,Nemyrivskyi,UA05230,Chukivska,UA0523088800,Chukiv,UA0523088801
Ukraine,UA,Vinnytska,UA05,Pohrebyshchenskyi,UA05234,Cheremoshnenska,UA0523487800,Cheremoshne,UA0523487801
Ukraine,UA,Volynska,UA07,Manevytskyi,UA07236,Kuklynska,UA0723683600,Kukly,UA0723683601
Ukraine,UA,Volynska,UA07,Turiiskyi,UA07255,Kulchynska,UA0725581700,Kulchyn,UA0725581701
Ukraine,UA,Volynska,UA07,Turiiskyi,UA07255,Kupychivska,UA0725582200,Kupychiv,UA0725582201
Ukraine,UA,Volynska,UA07,Ivanychivskyi,UA07211,Lytovezka,UA0721182400,Lytovezh,UA0721182401
Ukraine,UA,Volynska,UA07,Kamin-Kashyrskyi,UA07214,Lychynivska,UA0721485000,Lychyny,UA0721485001
Ukraine,UA,Volynska,UA07,Manevytskyi,UA07236,Lyshnivska,UA0723684500,Lyshnivka,UA0723684501
Ukraine,UA,Vinnytska,UA05,Mohyliv-Podilskyi,UA05226,Kozlivska,UA0522683200,Kozliv,UA0522683201
Ukraine,UA,Vinnytska,UA05,Sharhorodskyi,UA05253,Derebchynska,UA0525381200,Derebchyn,UA0525381201
Ukraine,UA,Vinnytska,UA05,Murovanokurylovetskyi,UA05228,Dereshivska,UA0522882300,Dereshova,UA0522882301
Ukraine,UA,Vinnytska,UA05,Kalynivskyi,UA05216,Ivanivska,UA0521682800,Ivaniv,UA0521682803
Ukraine,UA,Vinnytska,UA05,Murovanokurylovetskyi,UA05228,Luchynetska,UA0522883800,Luchynets,UA0522883801
Ukraine,UA,Volynska,UA07,Rozhyshchenskyi,UA07245,Nemyrska,UA0724584500,Nemyr,UA0724584501
Ukraine,UA,Vinnytska,UA05,Koziatynskyi,UA05214,Sestrynivska,UA0521487000,Sestrynivka,UA0521487003
Ukraine,UA,Vinnytska,UA05,Lypovetskyi,UA05222,Syvakovetska,UA0522285800,Syvakivtsi,UA0522285801
Ukraine,UA,Vinnytska,UA05,Bershadskyi,UA05204,Shliakhivska,UA0520487500,Shliakhova,UA0520487503
Ukraine,UA,Vinnytska,UA05,Teplytskyi,UA05237,Sashanska,UA0523786300,Sasha,UA0523786301
Ukraine,UA,Vinnytska,UA05,Chechelnytskyi,UA05250,Stratiivska,UA0525085300,Stratiivka,UA0525085301
Ukraine,UA,Vinnytska,UA05,Orativskyi,UA05231,Stryzhakivska,UA0523185300,Stryzhakiv,UA0523185301
Ukraine,UA,Vinnytska,UA05,Kryzhopilskyi,UA05219,Sharapanivska,UA0521986600,Sharapanivka,UA0521986601
Ukraine,UA,Volynska,UA07,Rozhyshchenskyi,UA07245,Ulianykivska,UA0724587100,Ulianyky,UA0724587101
Ukraine,UA,Volynska,UA07,Ratnivskyi,UA07242,Postupelska,UA0724285800,Postupel,UA0724285801
Ukraine,UA,Volynska,UA07,Horokhivskyi,UA07208,Skirchenska,UA0720887200,Skirche,UA0720887201
Ukraine,UA,Volynska,UA07,Horokhivskyi,UA07208,Skobelkivska,UA0720887400,Skobelka,UA0720887401
Ukraine,UA,Volynska,UA07,Lutskyi,UA07228,Lyshchenska,UA0722883600,Lyshche,UA0722883601
Ukraine,UA,Vinnytska,UA05,Nemyrivskyi,UA05230,Skrytska,UA0523087200,Skrytske,UA0523087201
Ukraine,UA,Vinnytska,UA05,Lypovetskyi,UA05222,Slavnianska,UA0522286400,Slavna,UA0522286401
Ukraine,UA,Vinnytska,UA05,Mohyliv-Podilskyi,UA05226,Slidianska,UA0522686200,Slidy,UA0522686201
Ukraine,UA,Vinnytska,UA05,Tyvrivskyi,UA05245,Slidianska,UA0524585700,Slidy,UA0524585701
Ukraine,UA,Vinnytska,UA05,Murovanokurylovetskyi,UA05228,Luchynchytska,UA0522884000,Luchynchyk,UA0522884001
Ukraine,UA,Vinnytska,UA05,Chechelnytskyi,UA05250,Liubomyrska,UA0525084200,Liubomyrka,UA0525084201
Ukraine,UA,Vinnytska,UA05,Bershadskyi,UA05204,Miakokhidska,UA0520483400,Miakokhid,UA0520483403
Ukraine,UA,Vinnytska,UA05,Vinnytskyi,UA05206,Maidanska,UA0520683300,Maidan,UA0520683303
Ukraine,UA,Vinnytska,UA05,Khmilnytskyi,UA05248,Kumanivetska,UA0524883400,Kumanivtsi,UA0524883401
Ukraine,UA,Vinnytska,UA05,Sharhorodskyi,UA05253,Strilnytska,UA0525387800,Strilnyky,UA0525387801
Ukraine,UA,Vinnytska,UA05,Vinnytskyi,UA05206,Desnianska,UA0520655500,Desna,UA0520655500
Ukraine,UA,Vinnytska,UA05,Yampilskyi,UA05256,Severynivska,UA0525684600,Severynivka,UA0525684601
Ukraine,UA,Vinnytska,UA05,Tyvrivskyi,UA05245,Selyshchenska,UA0524585600,Selyshche,UA0524585601
Ukraine,UA,Vinnytska,UA05,Lypovetskyi,UA05222,Strutynska,UA0522286800,Strutynka,UA0522286801
Ukraine,UA,Vinnytska,UA05,Pishchanskyi,UA05232,Studenianska,UA0523283000,Studena,UA0523283001
Ukraine,UA,Volynska,UA07,Liubomlskyi,UA07233,Pidhorodnenska,UA0723383700,Pidhorodne,UA0723383701
Ukraine,UA,Vinnytska,UA05,Zhmerynskyi,UA05210,Potokivska,UA0521084500,Potoky,UA0521084503
Ukraine,UA,Vinnytska,UA05,Haisynskyi,UA05208,Kiblytska,UA0520882600,Kiblych,UA0520882603
Ukraine,UA,Vinnytska,UA05,Nemyrivskyi,UA05230,Rachkivska,UA0523083800,Rachky,UA0523083801
Ukraine,UA,Vinnytska,UA05,Kalynivskyi,UA05216,Myrnenska,UA0521683100,Myrne,UA0521683103
Ukraine,UA,Vinnytska,UA05,Khmilnytskyi,UA05248,Kropyvnianska,UA0524883100,Kropyvna,UA0524883101
Ukraine,UA,Vinnytska,UA05,Lypovetskyi,UA05222,Ivankivska,UA0522282000,Ivanky,UA0522282001
Ukraine,UA,Vinnytska,UA05,Sharhorodskyi,UA05253,Ivashkovetska,UA0525382200,Ivashkivtsi,UA0525382201
Ukraine,UA,Vinnytska,UA05,Haisynskyi,UA05208,Karbivska,UA0520882400,Karbivka,UA0520882403
Ukraine,UA,Vinnytska,UA05,Litynskyi,UA05224,Ivchanska,UA0522483200,Ivcha,UA0522483201
Ukraine,UA,Vinnytska,UA05,Illinetskyi,UA05212,Illinetska,UA0521282600,Illinetske,UA0521282603
Ukraine,UA,Volynska,UA07,Liubeshivskyi,UA07231,Hirkivska,UA0723183600,Hirky,UA0723183601
Ukraine,UA,Vinnytska,UA05,Kalynivskyi,UA05216,Kalynivska,UA0521610100,Druzheliubivka,UA0521681603
Ukraine,UA,Vinnytska,UA05,Kalynivskyi,UA05216,Druzhnenska,UA0521681800,Druzhne,UA0521681803
Ukraine,UA,Vinnytska,UA05,Nemyrivskyi,UA05230,Vorobiivska,UA0523081400,Vorobiivka,UA0523081401
Ukraine,UA,Vinnytska,UA05,Barskyi,UA05202,Ivanovetska,UA0520281800,Ivanivtsi,UA0520281801
Ukraine,UA,Vinnytska,UA05,Tulchynskyi,UA05243,Kopiivska,UA0524383300,Kopiivka,UA0524383301
Ukraine,UA,Vinnytska,UA05,Kalynivskyi,UA05216,Kordelivska,UA0521683600,Kordelivka,UA0521683603
Ukraine,UA,Vinnytska,UA05,Lypovetskyi,UA05222,Napadivska,UA0522283800,Napadivka,UA0522283801
Ukraine,UA,Vinnytska,UA05,Vinnytskyi,UA05206,Ksaverivska,UA0520682500,Ksaverivka,UA0520682503
Ukraine,UA,Vinnytska,UA05,Sharhorodskyi,UA05253,Politankivska,UA0525386400,Politanky,UA0525386401
Ukraine,UA,Vinnytska,UA05,Teplytskyi,UA05237,Polohivska,UA0523786000,Polohy,UA0523786001
Ukraine,UA,Vinnytska,UA05,Koziatynskyi,UA05214,Puzyrkivska,UA0521486600,Puzyrky,UA0521486603
Ukraine,UA,Vinnytska,UA05,Vinnytskyi,UA05206,Pultivetska,UA0520685500,Pultivtsi,UA0520685501
Ukraine,UA,Vinnytska,UA05,Chechelnytskyi,UA05250,Olhopilska,UA0525084400,Olhopil,UA0525084401
Ukraine,UA,Vinnytska,UA05,Murovanokurylovetskyi,UA05228,Popeliukhivska,UA0522885600,Popeliukhy,UA0522885601
Ukraine,UA,Vinnytska,UA05,Trostianetskyi,UA05241,Illiashivska,UA0524181800,Illiashivka,UA0524181801
Ukraine,UA,Vinnytska,UA05,Vinnytskyi,UA05206,Ilkivska,UA0520682200,Ilkivka,UA0520682203
Ukraine,UA,Vinnytska,UA05,Illinetskyi,UA05212,Tiahunska,UA0521287600,Tiahun,UA0521287603
Ukraine,UA,Vinnytska,UA05,Orativskyi,UA05231,Orativska,UA0523155100,Uharove,UA0523185501
Ukraine,UA,Vinnytska,UA05,Teplytskyi,UA05237,Udytska,UA0523787600,Udych,UA0523787601
Ukraine,UA,Volynska,UA07,Ratnivskyi,UA07242,Zdomyshelska,UA0724284500,Zdomyshel,UA0724284501
Ukraine,UA,Volynska,UA07,Kovelskyi,UA07221,Zelenska,UA0722182600,Zelena,UA0722182601
Ukraine,UA,Vinnytska,UA05,Tyvrivskyi,UA05245,Voroshylivska,UA0524581800,Voroshylivka,UA0524581801
Ukraine,UA,Vinnytska,UA05,Koziatynskyi,UA05214,Dubovomakharynetska,UA0521481600,Dubovi Makharyntsi,UA0521481603
Ukraine,UA,Vinnytska,UA05,Vinnytskyi,UA05206,Havryshivska,UA0520681200,Havryshivka,UA0520681203
Ukraine,UA,Vinnytska,UA05,Barskyi,UA05202,Haivska,UA0520281000,Haiove,UA0520281001
Ukraine,UA,Vinnytska,UA05,Murovanokurylovetskyi,UA05228,Halaikovetska,UA0522882000,Halaikivtsi,UA0522882001
Ukraine,UA,Volynska,UA07,Horokhivskyi,UA07208,Vilkhivska,UA0720885000,Vilkhivka,UA0720885001
Ukraine,UA,Vinnytska,UA05,Nemyrivskyi,UA05230,Kudlaivska,UA0523084600,Kudlai,UA0523084601
Ukraine,UA,Vinnytska,UA05,Haisynskyi,UA05208,Mytkivska,UA0520884800,Mytkiv,UA0520884803
Ukraine,UA,Vinnytska,UA05,Lypovetskyi,UA05222,Lukashivska,UA0522283600,Lukashivka,UA0522283601
Ukraine,UA,Vinnytska,UA05,Murovanokurylovetskyi,UA05228,Morozivska,UA0522884300,Morozivka,UA0522884301
Ukraine,UA,Vinnytska,UA05,Nemyrivskyi,UA05230,Raihorodska,UA0523086400,Raihorod,UA0523086401
Ukraine,UA,Vinnytska,UA05,Zhmerynskyi,UA05210,Liudavska,UA0521083800,Liudavka,UA0521083803
Ukraine,UA,Vinnytska,UA05,Lypovetskyi,UA05222,Popivska,UA0522284800,Popivka,UA0522284801
Ukraine,UA,Vinnytska,UA05,Khmilnytskyi,UA05248,Porytska,UA0524885600,Poryk,UA0524885601
Ukraine,UA,Vinnytska,UA05,Koziatynskyi,UA05214,Vivsianytska,UA0521485600,Vivsianyky,UA0521485603
Ukraine,UA,Vinnytska,UA05,Pishchanskyi,UA05232,Dmytrashkivska,UA0523281400,Dmytrashkivka,UA0523281401
Ukraine,UA,Vinnytska,UA05,Pohrebyshchenskyi,UA05234,Dovhalivska,UA0523482000,Dovhalivka,UA0523482001
Ukraine,UA,Vinnytska,UA05,Chechelnytskyi,UA05250,Bilokaminska,UA0525080400,Bilyi Kamin,UA0525080401
Ukraine,UA,Vinnytska,UA05,Tulchynskyi,UA05243,Bilousivska,UA0524380400,Bilousivka,UA0524380401
Ukraine,UA,Vinnytska,UA05,Tomashpilskyi,UA05239,Hnatkivska,UA0523981600,Hnatkiv,UA0523981601
Ukraine,UA,Vinnytska,UA05,Bershadskyi,UA05204,Holdashivska,UA0520481300,Holdashivka,UA0520481303
Ukraine,UA,Vinnytska,UA05,Khmilnytskyi,UA05248,Holodkivska,UA0524881500,Holodky,UA0524881501
Ukraine,UA,Vinnytska,UA05,Kryzhopilskyi,UA05219,Holubetska,UA0521980800,Holubeche,UA0521980801
Ukraine,UA,Volynska,UA07,Kivertsivskyi,UA07218,Hremiachenska,UA0721881300,Hremiache,UA0721881301
Ukraine,UA,Vinnytska,UA05,Mohyliv-Podilskyi,UA05226,Yurkovetska,UA0522687800,Yurkivtsi,UA0522687801
Ukraine,UA,Vinnytska,UA05,Nemyrivskyi,UA05230,Yurkovetska,UA0523089200,Yurkivtsi,UA0523089201
Ukraine,UA,Vinnytska,UA05,Sharhorodskyi,UA05253,Yukhymivska,UA0525389200,Yukhymivka,UA0525389201
Ukraine,UA,Vinnytska,UA05,Tomashpilskyi,UA05239,Zholobianska,UA0523982300,Zholoby,UA0523982301
Ukraine,UA,Vinnytska,UA05,Illinetskyi,UA05212,Illinetska,UA0521210100,Zhornyshche,UA0521282403
Ukraine,UA,Vinnytska,UA05,Haisynskyi,UA05208,Naraivska,UA0520885000,Naraivka,UA0520885003
Ukraine,UA,Vinnytska,UA05,Vinnytskyi,UA05206,Nekrasovska,UA0520684200,Nekrasove,UA0520684203
Ukraine,UA,Vinnytska,UA05,Murovanokurylovetskyi,UA05228,Nemerchenska,UA0522884600,Nemerche,UA0522884601
Ukraine,UA,Vinnytska,UA05,Khmilnytskyi,UA05248,Marianivska,UA0524885000,Marianivka,UA0524885001
Ukraine,UA,Vinnytska,UA05,Bershadskyi,UA05204,Balanivska,UA0520480400,Balanivka,UA0520480403
Ukraine,UA,Vinnytska,UA05,Kryzhopilskyi,UA05219,Zhabokrytska,UA0521982400,Zhabokrych,UA0521982401
Ukraine,UA,Vinnytska,UA05,Haisynskyi,UA05208,Kuzmynetska,UA0520883000,Kuzmyntsi,UA0520883003
Ukraine,UA,Vinnytska,UA05,Tulchynskyi,UA05243,Hannopilska,UA0524380200,Hannopil,UA0524380201
Ukraine,UA,Vinnytska,UA05,Barskyi,UA05202,Harmakivska,UA0520281200,Harmaky,UA0520281201
Ukraine,UA,Vinnytska,UA05,Kryzhopilskyi,UA05219,Hariachkivska,UA0521981500,Hariachkivka,UA0521981502
Ukraine,UA,Vinnytska,UA05,Bershadskyi,UA05204,Lisnychenska,UA0520482800,Lisnyche,UA0520482803
Ukraine,UA,Cherkaska,UA71,Umanskyi,UA71243,Starobabanivska,UA7124387700,Stari Babany,UA7124387701
Ukraine,UA,Volynska,UA07,Kovelskyi,UA07221,Dorotyshchenska,UA0722181800,Dorotyshche,UA0722181801
Ukraine,UA,Volynska,UA07,Kovelskyi,UA07221,Drozdnivska,UA0722182000,Drozdni,UA0722182001
Ukraine,UA,Vinnytska,UA05,Trostianetskyi,UA05241,Hordiivska,UA0524181500,Hordiivka,UA0524181501
Ukraine,UA,Vinnytska,UA05,Koziatynskyi,UA05214,Makhnivska,UA0521483200,Makhnivka,UA0521483203
Ukraine,UA,Vinnytska,UA05,Tomashpilskyi,UA05239,Vysochanska,UA0523981700,Vysoke,UA0523981701
Ukraine,UA,Vinnytska,UA05,Zhmerynskyi,UA05210,Zhukovetska,UA0521081400,Zhukivtsi,UA0521081403
Ukraine,UA,Vinnytska,UA05,Bershadskyi,UA05204,Diakivska,UA0520481800,Diakivka,UA0520481803
Ukraine,UA,Vinnytska,UA05,Barskyi,UA05202,Karyshkivska,UA0520282000,Karyshkiv,UA0520282003
Ukraine,UA,Vinnytska,UA05,Zhmerynskyi,UA05210,Karmaliukivska,UA0521082600,Karmaliukove,UA0521082603
Ukraine,UA,Vinnytska,UA05,Chechelnytskyi,UA05250,Katashynska,UA0525083200,Katashyn,UA0525083201
Ukraine,UA,Vinnytska,UA05,Barskyi,UA05202,Zhuravlivska,UA0520281600,Zhuravlivka,UA0520281603
Ukraine,UA,Volynska,UA07,Rozhyshchenskyi,UA07245,Vichynivska,UA0724580800,Vichyni,UA0724580801
Ukraine,UA,Vinnytska,UA05,Teplytskyi,UA05237,Bdzhilnianska,UA0523780400,Bdzhilna,UA0523780401
Ukraine,UA,Vinnytska,UA05,Chernivetskyi,UA05249,Hontivska,UA0524982700,Hontivka,UA0524982701
Ukraine,UA,Vinnytska,UA05,Tyvrivskyi,UA05245,Koliukhivska,UA0524583500,Koliukhiv,UA0524583501
Ukraine,UA,Vinnytska,UA05,Pohrebyshchenskyi,UA05234,Morozivska,UA0523483000,Morozivka,UA0523483001
Ukraine,UA,Vinnytska,UA05,Kalynivskyi,UA05216,Novohrebelska,UA0521685600,Nova Hreblia,UA0521685603
Ukraine,UA,Vinnytska,UA05,Sharhorodskyi,UA05253,Penkivska,UA0525386000,Penkivka,UA0525386001
Ukraine,UA,Vinnytska,UA05,Tomashpilskyi,UA05239,Rozhniativska,UA0523985200,Rozhniativka,UA0523985201
Ukraine,UA,Vinnytska,UA05,Kalynivskyi,UA05216,Hushchynetska,UA0521681400,Hushchyntsi,UA0521681403
Ukraine,UA,Vinnytska,UA05,Kryzhopilskyi,UA05219,Dakhtaliiska,UA0521981800,Dakhtaliia,UA0521981801
Ukraine,UA,Vinnytska,UA05,Teplytskyi,UA05237,Petrashivska,UA0523785000,Petrashivka,UA0523785001
Ukraine,UA,Vinnytska,UA05,Illinetskyi,UA05212,Illinetska,UA0521210100,Zhadany,UA0521282003
Ukraine,UA,Vinnytska,UA05,Tulchynskyi,UA05243,Bohdanivska,UA0524382200,Bohdanivka,UA0524382201
Ukraine,UA,Vinnytska,UA05,Chechelnytskyi,UA05250,Bondurivska,UA0525081300,Bondurivka,UA0525081301
Ukraine,UA,Vinnytska,UA05,Chechelnytskyi,UA05250,Brytavska,UA0525081600,Brytavka,UA0525081601
Ukraine,UA,Vinnytska,UA05,Teplytskyi,UA05237,Bridotska,UA0523780800,Bridok,UA0523780801
Ukraine,UA,Vinnytska,UA05,Trostianetskyi,UA05241,Budivska,UA0524180600,Budy,UA0524180601
Ukraine,UA,Vinnytska,UA05,Bershadskyi,UA05204,Velykokyriivska,UA0520480900,Velyka Kyriivka,UA0520480903
Ukraine,UA,Volynska,UA07,Kamin-Kashyrskyi,UA07214,Voiehoshchanska,UA0721481400,Voiehoshcha,UA0721481401
